"","EndDates","EndLocation","StartDates","StartLocation"
"4939",2017-01-26,"KR MRT Station ",2017-01-26,"Central Library"
"4940",2017-03-09,"S17",2017-03-09,"Computer Centre"
"4941",2015-09-30,"University Town",2015-09-30,"KR MRT Station "
"4942",2017-09-25,"Computer Centre",2017-09-25,"S17"
"4943",2017-04-19,"University Town",2017-04-19,"LT29"
"4944",2015-02-06,"LT29",2015-02-06,"S17"
"4945",2015-03-10,"Central Library",2015-03-10,"KR MRT Station "
"4946",2016-08-15,"Opp. KR MRT Station",2016-08-15,"LT29"
"4947",2015-09-22,"S17",2015-09-22,"University Town"
"4948",2016-11-14,"COM2",2016-11-14,"LT29"
"4949",2016-03-14,"KR MRT Station ",2016-03-14,"Computer Centre"
"4950",2016-06-18,"University Hall",2016-06-18,"Computer Centre"
"4951",2015-03-18,"Central Library",2015-03-18,"Opp. University Hall"
"4952",2016-01-19,"COM2",2016-01-19,"Opp. KR MRT Station"
"4953",2015-07-12,"COM2",2015-07-12,"LT29"
"4954",2017-08-30,"University Hall",2017-08-30,"University Town"
"4955",2017-11-05,"Central Library",2017-11-05,"COM2"
"4956",2015-07-22,"KR MRT Station ",2015-07-22,"House 12"
"4957",2016-06-26,"COM2",2016-06-26,"Computer Centre"
"4958",2015-10-13,"Computer Centre",2015-10-13,"KR MRT Station "
"4959",2016-03-21,"KR MRT Station ",2016-03-21,"COM2"
"4960",2016-07-11,"Central Library",2016-07-11,"Opp. KR MRT Station"
"4961",2016-07-04,"Computer Centre",2016-07-04,"COM2"
"4962",2015-09-29,"Central Library",2015-09-29,"COM2"
"4963",2016-01-20,"Opp. University Hall",2016-01-20,"Opp. NUSS"
"4964",2017-10-23,"EA",2017-10-23,"KR MRT Station "
"4965",2015-04-27,"University Town",2015-04-27,"KR MRT Station "
"4966",2016-01-25,"AS7",2016-01-25,"House 15"
"4967",2015-09-25,"LT29",2015-09-25,"Central Library"
"4968",2015-03-01,"Opp. University Hall",2015-03-01,"University Town"
"4969",2016-10-06,"Ventus (Opp. LT13)",2016-10-06,"AS7"
"4970",2017-09-12,"PGP",2017-09-12,"KR MRT Station "
"4971",2017-02-28,"House 7",2017-02-28,"COM2"
"4972",2015-01-23,"Computer Centre",2015-01-23,"Opp. KR MRT Station"
"4973",2017-12-22,"KR MRT Station ",2017-12-22,"Opp. KR MRT Station"
"4974",2015-07-29,"University Town",2015-07-29,"LT13"
"4975",2015-10-20,"Raffles Hall",2015-10-20,"Opp. University Health Centre"
"4976",2016-10-12,"House 15",2016-10-12,"Opp. KR MRT Station"
"4977",2016-06-30,"Computer Centre",2016-06-30,"Opp. NUSS"
"4978",2016-09-09,"KR MRT Station ",2016-09-09,"Computer Centre"
"4979",2017-10-08,"Computer Centre",2017-10-08,"KR MRT Station "
"4980",2015-12-04,"Computer Centre",2015-12-04,"Computer Centre"
"4981",2016-04-14,"Central Library",2016-04-14,"COM2"
"4982",2016-04-05,"KR MRT Station ",2016-04-05,"COM2"
"4983",2015-10-06,"Computer Centre",2015-10-06,"University Town"
"4984",2015-08-01,"KR MRT Station ",2015-08-01,"Computer Centre"
"4985",2015-06-18,"Opp. KR MRT Station",2015-06-18,"Raffles Hall"
"4986",2016-10-14,"Opp. Yusof Ishak House",2016-10-14,"House 15"
"4987",2017-08-03,"Opp. KR MRT Station",2017-08-03,"Computer Centre"
"4988",2017-10-11,"Opp. KR MRT Station",2017-10-11,"Computer Centre"
"4989",2016-08-29,"AS7",2016-08-29,"KR MRT Station "
"4990",2017-02-07,"Opp. KR MRT Station",2017-02-07,"Central Library"
"4991",2015-09-03,"COM2",2015-09-03,"LT29"
"4992",2016-06-13,"KR MRT Station ",2016-06-13,"S17"
"4993",2015-05-14,"Computer Centre",2015-05-14,"S17"
"4994",2016-05-03,"Opp. KR MRT Station",2016-05-03,"Kent Ridge Bus Terminal"
"4995",2017-05-08,"University Town",2017-05-08,"COM2"
"4996",2017-08-01,"COM2",2017-08-01,"Opp. KR MRT Station"
"4997",2016-02-15,"Computer Centre",2016-02-15,"LT29"
"4998",2015-03-08,"University Town",2015-03-08,"LT13"
"4999",2016-09-20,"KR MRT Station ",2016-09-20,"Computer Centre"
"5000",2017-06-23,"KR MRT Station ",2017-06-23,"University Town"
"5001",2016-02-09,"LT29",2016-02-09,"Opp. KR MRT Station"
"5002",2016-12-20,"Central Library",2016-12-20,"COM2"
"5003",2015-09-03,"Computer Centre",2015-09-03,"Carpark 11 (BIZ)"
"5004",2017-02-11,"Opp. NUSS",2017-02-11,"Opp. KR MRT Station"
"5005",2017-04-25,"University Town",2017-04-25,"University Town"
"5006",2016-02-15,"University Town",2016-02-15,"Central Library"
"5007",2016-08-16,"KR MRT Station ",2016-08-16,"University Town"
"5008",2016-01-01,"LT29",2016-01-01,"KR MRT Station "
"5009",2016-08-24,"Central Library",2016-08-24,"KR MRT Station "
"5010",2015-10-16,"Opp. KR MRT Station",2015-10-16,"BIZ2"
"5011",2015-12-28,"Computer Centre",2015-12-28,"University Town"
"5012",2016-08-09,"University Town",2016-08-09,"House 7"
"5013",2017-05-19,"Raffles Hall",2017-05-19,"University Health Centre"
"5014",2015-04-27,"S17",2015-04-27,"Opp. KR MRT Station"
"5015",2015-09-03,"KR MRT Station ",2015-09-03,"Opp. House 12"
"5016",2017-02-05,"Computer Centre",2017-02-05,"COM2"
"5017",2017-06-06,"LT29",2017-06-06,"Raffles Hall"
"5018",2016-01-14,"LT29",2016-01-14,"Yusof Ishak House"
"5019",2017-08-11,"Opp. University Hall",2017-08-11,"Central Library"
"5020",2015-01-06,"Opp. Yusof Ishak House",2015-01-06,"S17"
"5021",2017-08-03,"University Town",2017-08-03,"University Hall"
"5022",2017-09-14,"Museum",2017-09-14,"Computer Centre"
"5023",2017-05-30,"Opp. Hon Sui Sen Memorial Library",2017-05-30,"University Town"
"5024",2017-03-30,"Computer Centre",2017-03-30,"Opp. KR MRT Station"
"5025",2015-11-08,"COM2",2015-11-08,"S17"
"5026",2017-08-23,"KR MRT Station ",2017-08-23,"COM2"
"5027",2015-03-23,"COM2",2015-03-23,"LT13"
"5028",2016-12-22,"S17",2016-12-22,"Opp. KR MRT Station"
"5029",2015-09-10,"Central Library",2015-09-10,"Opp. KR MRT Station"
"5030",2016-12-05,"University Town",2016-12-05,"S17"
"5031",2015-05-19,"Opp. KR MRT Station",2015-05-19,"LT29"
"5032",2015-06-29,"S17",2015-06-29,"KR MRT Station "
"5033",2017-05-17,"LT29",2017-05-17,"University Town"
"5034",2017-02-06,"University Town",2017-02-06,"KR MRT Station "
"5035",2017-04-04,"Computer Centre",2017-04-04,"University Town"
"5036",2017-12-04,"Opp. NUSS",2017-12-04,"University Town"
"5037",2016-04-18,"Central Library",2016-04-18,"Opp. KR MRT Station"
"5038",2016-05-27,"House 7",2016-05-27,"Opp. KR MRT Station"
"5039",2017-07-29,"Opp. KR MRT Station",2017-07-29,"Central Library"
"5040",2015-11-11,"Opp. KR MRT Station",2015-11-11,"COM2"
"5041",2017-04-28,"Central Library",2017-04-28,"KR MRT Station "
"5042",2015-10-30,"University Town",2015-10-30,"KR MRT Station "
"5043",2015-12-24,"COM2",2015-12-24,"KR MRT Station "
"5044",2016-04-20,"Opp. University Health Centre",2016-04-20,"S17"
"5045",2015-05-08,"LT29",2015-05-08,"KR MRT Station "
"5046",2015-08-13,"Central Library",2015-08-13,"University Hall"
"5047",2017-01-02,"KR MRT Station ",2017-01-02,"S17"
"5048",2015-12-08,"LT29",2015-12-08,"Museum"
"5049",2016-02-17,"LT29",2016-02-17,"COM2"
"5050",2015-01-15,"AS7",2015-01-15,"COM2"
"5051",2017-06-07,"Kent Ridge Bus Terminal",2017-06-07,"University Town"
"5052",2016-08-10,"Opp. Yusof Ishak House",2016-08-10,"University Town"
"5053",2016-10-26,"AS7",2016-10-26,"COM2"
"5054",2016-06-24,"KR MRT Station ",2016-06-24,"S17"
"5055",2016-02-24,"University Town",2016-02-24,"LT13"
"5056",2017-12-20,"LT29",2017-12-20,"S17"
"5057",2017-10-10,"S17",2017-10-10,"Computer Centre"
"5058",2017-10-16,"University Town",2017-10-16,"LT13"
"5059",2017-12-06,"University Town",2017-12-06,"House 15"
"5060",2015-02-03,"S17",2015-02-03,"LT13"
"5061",2016-03-07,"Central Library",2016-03-07,"Computer Centre"
"5062",2016-04-18,"Computer Centre",2016-04-18,"KR MRT Station "
"5063",2017-08-24,"University Town",2017-08-24,"EA"
"5064",2016-11-16,"S17",2016-11-16,"KR MRT Station "
"5065",2015-12-07,"Opp. KR MRT Station",2015-12-07,"University Town"
"5066",2017-02-21,"KR MRT Station ",2017-02-21,"University Town"
"5067",2016-10-01,"University Town",2016-10-01,"Opp. KR MRT Station"
"5068",2016-12-28,"University Health Centre",2016-12-28,"Computer Centre"
"5069",2015-01-13,"COM2",2015-01-13,"Opp. KR MRT Station"
"5070",2017-03-05,"House 12",2017-03-05,"S17"
"5071",2016-02-23,"Opp. University Hall",2016-02-23,"LT29"
"5072",2016-11-16,"LT29",2016-11-16,"Computer Centre"
"5073",2017-02-14,"University Town",2017-02-14,"Opp. KR MRT Station"
"5074",2016-07-28,"COM2",2016-07-28,"University Town"
"5075",2015-04-29,"Central Library",2015-04-29,"KR MRT Station "
"5076",2016-01-28,"KR MRT Station ",2016-01-28,"University Town"
"5077",2016-09-12,"House 7",2016-09-12,"COM2"
"5078",2016-09-26,"KR MRT Station ",2016-09-26,"COM2"
"5079",2015-05-21,"Computer Centre",2015-05-21,"S17"
"5080",2016-05-06,"S17",2016-05-06,"Computer Centre"
"5081",2017-12-05,"Computer Centre",2017-12-05,"Central Library"
"5082",2017-06-28,"LT29",2017-06-28,"University Town"
"5083",2017-03-10,"S17",2017-03-10,"Opp. KR MRT Station"
"5084",2017-11-17,"Central Library",2017-11-17,"Computer Centre"
"5085",2016-05-16,"Opp. KR MRT Station",2016-05-16,"COM2"
"5086",2015-02-04,"LT29",2015-02-04,"University Town"
"5087",2015-05-07,"Central Library",2015-05-07,"Raffles Hall"
"5088",2015-10-09,"LT29",2015-10-09,"COM2"
"5089",2015-05-22,"COM2",2015-05-22,"Central Library"
"5090",2017-07-22,"Central Library",2017-07-22,"Opp. University Hall"
"5091",2017-03-26,"University Town",2017-03-26,"S17"
"5092",2015-07-25,"KR MRT Station ",2015-07-25,"University Town"
"5093",2015-03-24,"S17",2015-03-24,"Ventus (Opp. LT13)"
"5094",2017-03-25,"Opp. House 12",2017-03-25,"KR MRT Station "
"5095",2015-11-23,"Computer Centre",2015-11-23,"S17"
"5096",2016-05-15,"Opp. KR MRT Station",2016-05-15,"University Town"
"5097",2015-04-26,"KR MRT Station ",2015-04-26,"S17"
"5098",2015-11-10,"University Town",2015-11-10,"KR MRT Station "
"5099",2017-09-21,"Computer Centre",2017-09-21,"KR MRT Station "
"5100",2017-01-10,"Raffles Hall",2017-01-10,"Opp. KR MRT Station"
"5101",2015-12-08,"Central Library",2015-12-08,"LT29"
"5102",2015-10-27,"Computer Centre",2015-10-27,"KR MRT Station "
"5103",2015-08-15,"BIZ2",2015-08-15,"S17"
"5104",2017-06-19,"S17",2017-06-19,"LT29"
"5105",2017-05-23,"Opp. House 12",2017-05-23,"Museum"
"5106",2015-07-14,"KR MRT Station ",2015-07-14,"S17"
"5107",2016-01-06,"S17",2016-01-06,"University Town"
"5108",2015-06-29,"University Town",2015-06-29,"S17"
"5109",2017-04-12,"University Town",2017-04-12,"Opp. House 12"
"5110",2015-03-20,"KR MRT Station ",2015-03-20,"Computer Centre"
"5111",2015-08-28,"PGP",2015-08-28,"LT29"
"5112",2016-01-14,"COM2",2016-01-14,"KR MRT Station "
"5113",2015-07-18,"University Town",2015-07-18,"KR MRT Station "
"5114",2015-03-27,"Raffles Hall",2015-03-27,"University Town"
"5115",2016-04-20,"COM2",2016-04-20,"KR MRT Station "
"5116",2015-06-17,"KR MRT Station ",2015-06-17,"University Town"
"5117",2016-09-14,"S17",2016-09-14,"KR MRT Station "
"5118",2015-10-22,"S17",2015-10-22,"LT29"
"5119",2017-08-25,"Opp. KR MRT Station",2017-08-25,"KR MRT Station "
"5120",2015-07-14,"LT29",2015-07-14,"S17"
"5121",2017-03-13,"University Town",2017-03-13,"LT29"
"5122",2015-08-28,"LT29",2015-08-28,"Opp. KR MRT Station"
"5123",2016-08-16,"COM2",2016-08-16,"University Town"
"5124",2017-06-29,"KR MRT Station ",2017-06-29,"LT29"
"5125",2017-10-13,"House 15",2017-10-13,"University Town"
"5126",2016-04-07,"University Town",2016-04-07,"Opp. University Hall"
"5127",2015-03-12,"KR MRT Station ",2015-03-12,"Computer Centre"
"5128",2015-01-05,"Central Library",2015-01-05,"KR MRT Station "
"5129",2015-12-21,"KR MRT Station ",2015-12-21,"LT29"
"5130",2015-11-30,"University Town",2015-11-30,"COM2"
"5131",2016-04-06,"Computer Centre",2016-04-06,"Carpark 11 (BIZ)"
"5132",2016-07-20,"S17",2016-07-20,"Opp. KR MRT Station"
"5133",2015-06-30,"KR MRT Station ",2015-06-30,"S17"
"5134",2016-02-04,"LT29",2016-02-04,"University Town"
"5135",2016-10-06,"University Town",2016-10-06,"Central Library"
"5136",2016-08-08,"House 12",2016-08-08,"LT29"
"5137",2016-03-23,"Central Library",2016-03-23,"BIZ2"
"5138",2015-01-20,"Opp. KR MRT Station",2015-01-20,"EA"
"5139",2015-09-16,"Computer Centre",2015-09-16,"University Town"
"5140",2017-10-25,"S17",2017-10-25,"Opp. KR MRT Station"
"5141",2015-02-20,"Computer Centre",2015-02-20,"Central Library"
"5142",2015-01-28,"Opp. KR MRT Station",2015-01-28,"University Town"
"5143",2017-10-25,"University Town",2017-10-25,"Central Library"
"5144",2016-02-02,"University Town",2016-02-02,"Opp. KR MRT Station"
"5145",2017-09-12,"LT29",2017-09-12,"Computer Centre"
"5146",2016-07-05,"Central Library",2016-07-05,"Opp. KR MRT Station"
"5147",2017-03-08,"Computer Centre",2017-03-08,"COM2"
"5148",2016-12-12,"COM2",2016-12-12,"University Town"
"5149",2016-05-25,"S17",2016-05-25,"Central Library"
"5150",2015-03-09,"COM2",2015-03-09,"Opp. KR MRT Station"
"5151",2015-01-20,"Ventus (Opp. LT13)",2015-01-20,"Opp. University Hall"
"5152",2015-11-18,"University Town",2015-11-18,"Opp. KR MRT Station"
"5153",2015-01-08,"S17",2015-01-08,"University Town"
"5154",2015-07-05,"Central Library",2015-07-05,"COM2"
"5155",2017-01-15,"House 7",2017-01-15,"Central Library"
"5156",2016-06-05,"Carpark 11 (BIZ)",2016-06-05,"Opp. KR MRT Station"
"5157",2016-04-22,"Opp. House 12",2016-04-22,"S17"
"5158",2016-03-03,"LT29",2016-03-03,"University Town"
"5159",2017-01-20,"KR MRT Station ",2017-01-20,"Computer Centre"
"5160",2017-11-24,"Computer Centre",2017-11-24,"Opp. University Hall"
"5161",2017-08-18,"University Town",2017-08-18,"COM2"
"5162",2015-10-21,"Computer Centre",2015-10-21,"LT29"
"5163",2017-07-03,"University Town",2017-07-03,"COM2"
"5164",2015-09-23,"Computer Centre",2015-09-23,"Ventus (Opp. LT13)"
"5165",2015-08-14,"Central Library",2015-08-14,"Opp. KR MRT Station"
"5166",2016-10-22,"COM2",2016-10-22,"S17"
"5167",2015-08-12,"Ventus (Opp. LT13)",2015-08-12,"KR MRT Station "
"5168",2015-12-24,"Central Library",2015-12-24,"COM2"
"5169",2016-10-12,"Opp. KR MRT Station",2016-10-12,"Carpark 11 (BIZ)"
"5170",2016-10-11,"Central Library",2016-10-11,"EA"
"5171",2015-11-16,"Opp. KR MRT Station",2015-11-16,"S17"
"5172",2016-02-01,"Opp. House 12",2016-02-01,"BIZ2"
"5173",2016-12-26,"COM2",2016-12-26,"Computer Centre"
"5174",2016-05-16,"S17",2016-05-16,"Computer Centre"
"5175",2017-07-07,"Computer Centre",2017-07-07,"KR MRT Station "
"5176",2017-01-16,"Computer Centre",2017-01-16,"KR MRT Station "
"5177",2015-11-08,"Computer Centre",2015-11-08,"KR MRT Station "
"5178",2015-12-31,"COM2",2015-12-31,"KR MRT Station "
"5179",2017-11-04,"LT29",2017-11-04,"University Health Centre"
"5180",2016-03-01,"University Town",2016-03-01,"LT29"
"5181",2017-02-05,"S17",2017-02-05,"University Town"
"5182",2016-10-14,"University Hall",2016-10-14,"University Health Centre"
"5183",2017-09-13,"Yusof Ishak House",2017-09-13,"KR MRT Station "
"5184",2016-06-25,"S17",2016-06-25,"COM2"
"5185",2015-03-22,"Computer Centre",2015-03-22,"University Town"
"5186",2015-01-13,"Opp. KR MRT Station",2015-01-13,"Central Library"
"5187",2016-12-19,"Central Library",2016-12-19,"COM2"
"5188",2016-04-06,"House 7",2016-04-06,"Opp. KR MRT Station"
"5189",2017-02-28,"S17",2017-02-28,"University Town"
"5190",2015-05-11,"Computer Centre",2015-05-11,"S17"
"5191",2017-12-19,"KR MRT Station ",2017-12-19,"S17"
"5192",2016-09-26,"EA",2016-09-26,"COM2"
"5193",2015-05-04,"KR MRT Station ",2015-05-04,"University Town"
"5194",2017-12-20,"KR MRT Station ",2017-12-20,"S17"
"5195",2016-10-11,"University Town",2016-10-11,"Opp. KR MRT Station"
"5196",2017-01-24,"Opp. KR MRT Station",2017-01-24,"EA"
"5197",2016-05-08,"COM2",2016-05-08,"University Town"
"5198",2015-01-09,"Central Library",2015-01-09,"LT29"
"5199",2015-03-02,"COM2",2015-03-02,"University Town"
"5200",2017-01-27,"Central Library",2017-01-27,"KR MRT Station "
"5201",2016-01-28,"KR MRT Station ",2016-01-28,"Kent Ridge Bus Terminal"
"5202",2017-06-19,"University Town",2017-06-19,"LT29"
"5203",2015-06-11,"LT29",2015-06-11,"KR MRT Station "
"5204",2017-08-11,"LT29",2017-08-11,"University Town"
"5205",2015-11-12,"Ventus (Opp. LT13)",2015-11-12,"KR MRT Station "
"5206",2015-05-28,"Opp. KR MRT Station",2015-05-28,"KR MRT Station "
"5207",2017-01-02,"Opp. University Hall",2017-01-02,"University Health Centre"
"5208",2017-07-18,"KR MRT Station ",2017-07-18,"S17"
"5209",2015-11-30,"University Town",2015-11-30,"COM2"
"5210",2015-07-03,"Computer Centre",2015-07-03,"KR MRT Station "
"5211",2015-09-25,"Central Library",2015-09-25,"University Town"
"5212",2015-05-27,"LT29",2015-05-27,"Central Library"
"5213",2015-11-03,"Central Library",2015-11-03,"Museum"
"5214",2015-01-27,"Computer Centre",2015-01-27,"S17"
"5215",2017-10-01,"COM2",2017-10-01,"S17"
"5216",2017-06-19,"LT29",2017-06-19,"University Town"
"5217",2017-12-20,"University Health Centre",2017-12-20,"Computer Centre"
"5218",2016-03-11,"COM2",2016-03-11,"Opp. University Hall"
"5219",2016-10-08,"KR MRT Station ",2016-10-08,"Opp. KR MRT Station"
"5220",2016-04-28,"Computer Centre",2016-04-28,"COM2"
"5221",2016-06-07,"S17",2016-06-07,"KR MRT Station "
"5222",2015-03-23,"Central Library",2015-03-23,"LT29"
"5223",2017-12-29,"Central Library",2017-12-29,"Raffles Hall"
"5224",2015-07-11,"COM2",2015-07-11,"Central Library"
"5225",2016-10-01,"University Town",2016-10-01,"KR MRT Station "
"5226",2015-04-13,"Central Library",2015-04-13,"S17"
"5227",2016-04-15,"Opp. KR MRT Station",2016-04-15,"LT29"
"5228",2015-01-13,"S17",2015-01-13,"COM2"
"5229",2017-04-25,"KR MRT Station ",2017-04-25,"COM2"
"5230",2017-11-17,"LT29",2017-11-17,"S17"
"5231",2017-05-03,"Opp. KR MRT Station",2017-05-03,"University Town"
"5232",2016-07-07,"EA",2016-07-07,"S17"
"5233",2016-11-30,"S17",2016-11-30,"House 12"
"5234",2016-09-05,"LT29",2016-09-05,"Computer Centre"
"5235",2016-12-27,"Central Library",2016-12-27,"S17"
"5236",2015-10-30,"S17",2015-10-30,"University Town"
"5237",2015-06-09,"Computer Centre",2015-06-09,"COM2"
"5238",2017-04-03,"KR MRT Station ",2017-04-03,"Central Library"
"5239",2017-05-09,"S17",2017-05-09,"Central Library"
"5240",2016-06-24,"KR MRT Station ",2016-06-24,"Central Library"
"5241",2015-09-21,"Opp. KR MRT Station",2015-09-21,"PGP"
"5242",2016-08-10,"KR MRT Station ",2016-08-10,"University Town"
"5243",2015-02-20,"LT29",2015-02-20,"BIZ2"
"5244",2017-12-28,"University Town",2017-12-28,"Opp. Yusof Ishak House"
"5245",2017-06-27,"Computer Centre",2017-06-27,"COM2"
"5246",2017-06-20,"LT29",2017-06-20,"COM2"
"5247",2016-10-04,"University Town",2016-10-04,"S17"
"5248",2017-08-25,"S17",2017-08-25,"Opp. KR MRT Station"
"5249",2016-09-12,"Computer Centre",2016-09-12,"Central Library"
"5250",2016-10-01,"University Town",2016-10-01,"KR MRT Station "
"5251",2017-07-27,"Computer Centre",2017-07-27,"Central Library"
"5252",2015-07-25,"S17",2015-07-25,"LT13"
"5253",2017-10-09,"House 15",2017-10-09,"Opp. House 12"
"5254",2015-06-03,"KR MRT Station ",2015-06-03,"LT29"
"5255",2015-04-13,"KR MRT Station ",2015-04-13,"LT29"
"5256",2017-09-06,"KR MRT Station ",2017-09-06,"University Hall"
"5257",2017-08-21,"LT29",2017-08-21,"KR MRT Station "
"5258",2015-01-05,"COM2",2015-01-05,"KR MRT Station "
"5259",2017-10-10,"KR MRT Station ",2017-10-10,"University Health Centre"
"5260",2017-03-08,"KR MRT Station ",2017-03-08,"Computer Centre"
"5261",2016-12-19,"KR MRT Station ",2016-12-19,"S17"
"5262",2017-09-14,"Opp. KR MRT Station",2017-09-14,"BIZ2"
"5263",2016-12-06,"Opp. KR MRT Station",2016-12-06,"LT29"
"5264",2015-05-28,"KR MRT Station ",2015-05-28,"Opp. KR MRT Station"
"5265",2015-02-11,"KR MRT Station ",2015-02-11,"COM2"
"5266",2015-10-08,"University Town",2015-10-08,"Computer Centre"
"5267",2017-06-30,"Central Library",2017-06-30,"Computer Centre"
"5268",2016-09-20,"Opp. University Hall",2016-09-20,"COM2"
"5269",2016-01-25,"Opp. KR MRT Station",2016-01-25,"University Town"
"5270",2017-04-07,"COM2",2017-04-07,"KR MRT Station "
"5271",2015-04-24,"Central Library",2015-04-24,"S17"
"5272",2017-03-15,"PGP",2017-03-15,"University Town"
"5273",2017-02-14,"KR MRT Station ",2017-02-14,"Central Library"
"5274",2016-08-03,"Opp. KR MRT Station",2016-08-03,"LT29"
"5275",2017-01-23,"Central Library",2017-01-23,"KR MRT Station "
"5276",2017-11-06,"House 12",2017-11-06,"KR MRT Station "
"5277",2015-01-02,"COM2",2015-01-02,"Central Library"
"5278",2017-05-11,"LT29",2017-05-11,"Opp. KR MRT Station"
"5279",2016-06-30,"COM2",2016-06-30,"KR MRT Station "
"5280",2017-02-19,"COM2",2017-02-19,"Central Library"
"5281",2017-11-08,"University Town",2017-11-08,"S17"
"5282",2017-01-11,"Opp. KR MRT Station",2017-01-11,"KR MRT Station "
"5283",2016-03-29,"Opp. KR MRT Station",2016-03-29,"Central Library"
"5284",2016-05-27,"KR MRT Station ",2016-05-27,"Opp. KR MRT Station"
"5285",2015-05-25,"Opp. KR MRT Station",2015-05-25,"University Town"
"5286",2016-10-03,"House 12",2016-10-03,"Computer Centre"
"5287",2016-01-18,"University Town",2016-01-18,"Opp. KR MRT Station"
"5288",2017-05-22,"KR MRT Station ",2017-05-22,"Computer Centre"
